0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,
0,-145.0368008,91.98632958,-3.357486865,24.64095462,2.270806577,11.2975851,-2.89241864,6.607155726,-1.889097668,5.779153234,-3.204781982,4.389615262,-1.316769295,0.14074786,8,16.48178995,0
1,-151.082644,100.0012352,-2.409253437,23.12241243,3.282921546,12.02653366,-0.400415537,6.906472749,0.989672722,4.705218563,-0.136561462,4.559174708,-2.710309498,0.122890048,10,15.32540113,0
2,-210.5678055,93.85369223,-1.563962694,26.24265077,4.917488628,6.998653229,-1.540265446,3.324007937,-3.48563441,3.567165769,-2.54602363,3.336101954,-1.460304995,0.098150358,8,10.12085343,0
3,-178.9112477,97.55474945,12.42602289,26.31764958,8.621616149,18.83104998,5.673206781,12.49939595,3.282114124,8.921779156,1.707808341,8.188426497,1.220877626,0.121063292,13,11.40521331,0
4,-230.8559781,119.5721707,7.678330504,21.28173513,8.849219609,12.27318765,3.663068201,8.404769159,-0.464580217,4.415476314,-0.266470089,5.136919461,1.870226388,0.065647155,9,16.97070707,0
5,-249.108147,121.6739714,7.152109428,25.97935448,9.119464508,12.69903786,-1.186475641,10.39647321,0.817063889,2.583963461,2.060938169,6.154582215,3.205451968,0.075275771,5,30.87250847,0
6,-169.4373268,97.06502896,2.970161108,27.32337075,4.349536897,18.3750868,1.72357833,10.56650098,2.92695092,7.485661118,3.590187714,6.978102798,1.565467897,0.102020949,7,20.53333333,0
7,-257.9100506,92.38194423,-8.341147812,18.582715,-4.67835396,-1.254815223,-9.639652308,-0.358439479,-13.81733837,-3.963939402,-8.953557424,-4.028606889,-8.477798748,0.037690446,15,9.892979035,0
8,-180.8404064,80.28011679,-13.53802406,18.31429897,-3.638643338,11.03703506,-6.429059377,4.569934655,-7.829133087,1.752027026,-3.219331038,1.890653041,-5.028333495,0.05257903,3,31.34522876,0
9,-177.4339984,105.7499059,-0.661731029,21.22111718,8.428679765,12.88294036,1.888978193,9.141717014,0.06049137,6.347634591,-0.000822411,4.440037733,-0.015555949,0.078406163,11,12.10849147,0
10,-192.5114804,96.64873263,9.972276937,23.16028895,8.575237933,14.9823072,4.951241623,8.868224034,3.428677014,6.697707533,1.899788634,5.171979032,0.299767248,0.108037718,7,18.55428058,0
11,-161.0073488,95.36637367,2.480388848,27.43590512,0.514654285,14.84733505,3.069915341,11.20313037,-0.351248266,7.526180031,0.527468284,7.731304768,0.626224871,0.078631364,7,23.17385159,0
12,-231.6500914,112.8596744,0.53562622,34.26208668,9.772653568,12.43962361,2.489637446,7.424551903,0.695974434,7.276606105,-1.037475194,5.781087519,0.053110132,0.056875039,6,32.69595146,0
13,-179.3733565,94.57347546,9.103289865,23.08492937,4.674328834,13.59155592,1.151851336,8.45604199,1.324392676,6.259916202,0.74330637,7.003003191,0.903371114,0.110515937,2,18.48666667,0
14,-155.3740664,96.92121822,-4.602768616,25.8177355,0.399476187,16.63970037,1.757487475,12.01629157,2.101523787,11.38661199,3.790358147,10.06943739,1.531138236,0.097785085,5,34.36747368,0
15,-153.0212329,108.1202609,3.208010452,19.81101412,-0.588204521,15.97622444,1.980736422,11.27932005,4.396376084,10.85009137,3.649871969,8.907169699,1.086822038,0.109698668,7,22.66488731,0
16,-189.573675,95.12425373,-0.675491928,20.30081454,-0.620468365,9.14696068,-3.460055682,5.367610542,-1.474898782,4.649451192,-3.645681548,2.013142645,-4.001964116,0.072741501,11,14.32514189,0
17,-199.6335732,123.0882319,-6.209777694,23.49201072,9.135133401,7.771560672,1.460979007,11.40242375,1.008346276,8.501323329,1.733539138,3.942125732,2.145883437,0.076888673,4,37.92181034,0
18,-133.2777583,87.41250179,-8.268132789,17.62645933,5.449194377,12.1544794,0.179922338,8.288191267,-0.137773036,7.249290811,0.294227181,3.112563263,-3.434972078,0.094852023,12,11.42781345,0
19,-244.6600946,84.38602049,16.26579568,29.01457237,7.896969394,16.49116939,1.139131024,7.469768827,-0.247035849,5.392971844,-1.713945808,5.706551603,-1.081135595,0.046255682,8,15.25601937,0
20,-236.9280167,128.5375791,17.50911571,25.1063489,12.23077619,15.79513479,4.099630301,10.78165801,3.122421281,6.421018598,1.403198697,5.0916469,0.924581329,0.084942803,6,24.22218182,0
21,-202.1484965,113.6068936,5.923880665,22.59614716,3.940105403,7.879694131,-2.483440251,5.173908795,-2.036527872,2.170660109,-4.095818736,0.510773203,-4.687066811,0.076782063,15,23.80196268,0
22,-220.3648186,91.3789221,2.83585727,25.345718,4.983912173,13.79879126,2.252652295,8.509186294,0.32515991,5.802519542,2.899538046,5.720995912,-0.830725055,0.098184779,16,8.541087963,0
23,-243.1511624,126.2291007,4.333944104,28.44774415,12.35105511,10.58294936,0.780574945,8.559959884,1.666105596,7.196694357,0.158073058,6.997853548,1.025861705,0.058994859,5,31.84740484,0
24,-209.4987377,94.2209586,7.548679343,30.06026696,7.643280034,15.17573847,2.665992575,8.134877421,0.030004116,6.441265125,0.374787832,6.324348673,-0.744130327,0.084504351,7,17.42210884,0
25,-282.4425276,79.49547805,2.276534765,21.86057019,4.762920097,6.989974632,-1.818499039,5.814369075,-1.764296791,4.514625637,-0.565534909,4.539357282,-0.777812175,0.039198335,10,15.04891986,0
26,-150.7713866,124.7528798,-3.55375158,24.14133862,3.02223515,13.07885836,-0.779378358,8.88038152,1.409493888,8.244094576,3.764712364,6.513863082,1.217284283,0.129110798,3,24.62675159,0
27,-177.5083964,119.2421912,-3.26183284,27.06541827,14.67163205,10.99719577,2.558711477,11.30976514,3.292259468,5.812353214,3.371782209,5.842358436,0.576742705,0.11224696,6,26.48232967,0
28,-189.6305357,92.99365265,-5.105964179,23.34990466,2.747454032,8.687962084,-1.656480966,6.32086334,-4.132410243,4.181262319,-3.135765863,3.113157056,-3.231928195,0.076198414,14,10.98341439,0
29,-86.51794566,99.85128665,-7.29944241,29.39305727,1.88963989,10.54533677,0.221523368,8.110538726,-0.544753206,8.052428583,-0.57319357,2.875421828,-3.470520459,0.169177264,2,40.07598947,0
30,-240.3640925,93.20648672,0.812859569,26.59375415,6.183848023,12.88063371,1.367721628,9.370068146,3.670373884,7.976820198,2.35244602,6.116045028,1.175141085,0.055633206,13,10.83401177,0
31,-219.2883454,110.9256269,8.616213494,29.8035707,14.29702274,14.07643783,5.211395893,7.629331818,3.98395811,7.516421878,1.578427244,5.368456851,0.466557954,0.081578769,9,17.54205782,0
32,-89.91992252,101.5412327,0.080729896,33.4950715,4.094989737,13.37105308,1.371059244,9.650452184,0.991814641,6.872503645,-0.986918545,5.43052431,-3.090472518,0.202002406,6,24.99423129,0
33,-220.2372901,99.90952844,-0.352890426,24.65321695,2.473324646,9.328460685,0.933834147,7.94666901,-0.217864481,8.13612008,-0.307083524,4.739622253,-0.792219248,0.052468419,9,17.74212793,0
34,-215.779688,96.49913896,-15.29011578,33.05764106,-0.210705079,13.22910617,-1.711412448,7.458986604,0.331406651,5.892616956,-0.215702586,3.43024992,-0.052140069,0.053715829,6,17.23183505,0
35,-186.5999281,104.7716928,-0.087191913,23.66223869,-1.314657876,14.90774748,2.85209593,8.059918034,-5.789338412,6.73960097,3.566957896,4.154176348,0.483526632,0.077365734,11,12.45972203,0
